lastname,firstname,Ccode,Word Count,year,i1,i2,i3,i4a,i4b,i5ap,i5pr,i5re,i5op,i5th,i5pu,p1,p2,p3,p4,p5,name
Castro,Fidel,40,39470,1959,0.220994475,0.016574586,0.108964928,0.779005525,0.679558011,0.417127072,0.069060773,0.124309392,0.116022099,0.05801105,0.215469613,0.057280883,-0.055440534,0.079851457,0.199889564,0.984038527,Fidel Castro
Castro,Fidel,40,14950,1960,0.517241379,0.38697318,0.090923504,0.482758621,0.827586207,0.287356322,0.126436782,0.344827586,0.137931034,0.034482759,0.068965517,0.34351145,0.177268872,0.070994309,0.18125,0.987132282,Fidel Castro
Castro,Fidel,40,115092,1961,0.127701375,-0.00589391,0.081328233,0.872298625,0.565815324,0.388998035,0.058939096,0.115913556,0.166994106,0.1021611,0.166994106,0.053431373,-0.044526144,0.0782203,0.110917411,0.991324007,Fidel Castro
Castro,Fidel,40,78741,1962,0.351648352,0.151098901,0.154449946,0.648351648,0.521978022,0.475274725,0.043956044,0.156593407,0.173076923,0.046703297,0.104395604,0.136291601,0.010829371,0.083502151,0.126038781,0.989475491,Fidel Castro
Castro,Fidel,40,26156,1963,0.271317829,0.03875969,0.182260681,0.728682171,0.480620155,0.511627907,0.031007752,0.093023256,0.139534884,0.07751938,0.147286822,0.116778523,0.008948546,0.083621819,0.147597254,0.987657649,Fidel Castro
Castro,Fidel,40,10017,1964,0.438596491,0.239766082,0.144598338,0.561403509,0.526315789,0.456140351,0.070175439,0.192982456,0.175438596,0.035087719,0.070175439,0.390625,0.205729167,0.119885254,0.182108626,0.978167861,Fidel Castro
Castro,Fidel,40,188296,1965,0.383350462,0.159643714,0.129894194,0.616649538,0.532374101,0.459403905,0.079136691,0.153134635,0.131551901,0.063720452,0.113052415,0.173896923,0.038746756,0.084120081,0.152819224,0.987144835,Fidel Castro
Castro,Fidel,40,206270,1966,0.364136414,0.170517052,0.10851732,0.635863586,0.616061606,0.423542354,0.071507151,0.187018702,0.140814081,0.056105611,0.121012101,0.149031812,0.042127709,0.075867323,0.135813537,0.989696191,Fidel Castro
Castro,Fidel,40,168058,1967,0.321156773,0.122780315,0.10416658,0.678843227,0.627092846,0.421613394,0.074581431,0.164383562,0.132420091,0.057838661,0.149162861,0.202994652,0.077005348,0.082182239,0.123218305,0.989873644,Fidel Castro
Castro,Fidel,40,190571,1968,0.408264463,0.172451791,0.121076429,0.591735537,0.644628099,0.441322314,0.082644628,0.180165289,0.104132231,0.049586777,0.14214876,0.23857424,0.100736205,0.086766969,0.116840479,0.989862106,Fidel Castro
Castro,Fidel,40,111718,1969,0.291457286,0.100502513,0.130597712,0.708542714,0.507537688,0.454773869,0.06281407,0.128140704,0.170854271,0.057788945,0.125628141,0.216712222,0.078484967,0.075118335,0.1345049,0.989896216,Fidel Castro
Castro,Fidel,40,277725,1971,0.322033898,0.143395211,0.130807278,0.677966102,0.615012107,0.438256659,0.046811945,0.175948345,0.179983858,0.027441485,0.131557708,0.176951578,0.048124015,0.091465122,0.136664461,0.987499968,Fidel Castro
Castro,Fidel,40,84095,1972,0.468899522,0.241626794,0.138481262,0.531100478,0.688995215,0.444976077,0.052631579,0.236842105,0.102870813,0.055023923,0.107655502,0.13271194,0.019233614,0.090134474,0.156495694,0.985894343,Fidel Castro
Castro,Fidel,40,94596,1973,0.396508728,0.168744805,0.127527814,0.603491272,0.673316708,0.441396509,0.072319202,0.184538653,0.122194514,0.027431421,0.152119701,0.102589315,-0.001092538,0.086217231,0.116164542,0.989984615,Fidel Castro
Castro,Fidel,40,67700,1974,0.354085603,0.171206226,0.114911656,0.645914397,0.700389105,0.416342412,0.046692607,0.214007782,0.143968872,0.042801556,0.13618677,0.184033178,0.075859686,0.091643871,0.117566331,0.989225766,Fidel Castro
Castro,Fidel,40,30341,1975,0.52,0.256,0.1401472,0.48,0.544,0.464,0.12,0.176,0.112,0.032,0.096,0.338271605,0.199176955,0.090103338,0.13368984,0.987954099,Fidel Castro
Castro,Fidel,40,29753,1976,0.238095238,0.133333333,0.062421769,0.761904762,0.780952381,0.323809524,0.057142857,0.238095238,0.161904762,0.066666667,0.152380952,0.104878049,0.006910569,0.084023795,0.113513514,0.990462164,Fidel Castro
Castro,Fidel,40,82443,1977,0.480874317,0.242258652,0.154546269,0.519125683,0.491803279,0.478142077,0.092896175,0.169398907,0.150273224,0.032786885,0.076502732,0.366683858,0.184459343,0.113872758,0.158785249,0.981918686,Fidel Castro
Castro,Fidel,40,75331,1978,0.473972603,0.201826484,0.189647589,0.526027397,0.547945205,0.515068493,0.063013699,0.15890411,0.128767123,0.019178082,0.115068493,0.31802638,0.141833578,0.113953314,0.1513267,0.982755821,Fidel Castro
Castro,Fidel,40,62938,1979,0.30994152,0.105263158,0.175028214,0.69005848,0.473684211,0.497076023,0.035087719,0.122807018,0.184210526,0.046783626,0.114035088,0.22252899,0.086876495,0.082489761,0.158848119,0.986896657,Fidel Castro
Castro,Fidel,40,137174,1980,0.440894569,0.210330138,0.146652513,0.559105431,0.549520767,0.471246006,0.068690096,0.180511182,0.134185304,0.051118211,0.094249201,0.337877313,0.192469977,0.092325454,0.168869706,0.984409028,Fidel Castro
Castro,Fidel,40,110680,1981,0.212569316,0.072704868,0.091319218,0.787430684,0.687615527,0.386321627,0.044362292,0.175600739,0.171903882,0.053604436,0.168207024,0.111278195,0.029573935,0.079547968,0.169009684,0.986555623,Fidel Castro
Castro,Fidel,40,105028,1982,0.421157685,0.183632735,0.176382564,0.578842315,0.518962076,0.502994012,0.041916168,0.165668663,0.139720559,0.055888224,0.093812375,0.392494481,0.211331862,0.111655805,0.181127983,0.979776009,Fidel Castro
Castro,Fidel,40,50951,1983,0.459459459,0.246246246,0.134648162,0.540540541,0.720720721,0.432432432,0.04954955,0.247747748,0.117117117,0.040540541,0.112612613,0.179208689,0.061546418,0.088053416,0.146922568,0.987062966,Fidel Castro
Castro,Fidel,40,137281,1984,0.513647643,0.258891646,0.166127493,0.486352357,0.660049628,0.477667494,0.053349876,0.225806452,0.105459057,0.033498759,0.104218362,0.291994751,0.153215223,0.090392306,0.209133368,0.981095953,Fidel Castro
Castro,Fidel,40,151290,1985,0.505131129,0.282402128,0.152449069,0.494868871,0.690992018,0.449258837,0.051311288,0.251995439,0.127708096,0.02622577,0.09350057,0.34036061,0.188719371,0.104741704,0.195671575,0.979505026,Fidel Castro
Castro,Fidel,40,45717,1986,0.38028169,0.237089202,0.099761952,0.61971831,0.676056338,0.38028169,0.059859155,0.25,0.169014085,0.052816901,0.088028169,0.375,0.231725146,0.111060134,0.237458194,0.973627861,Fidel Castro
Castro,Fidel,40,198460,1987,0.519934906,0.253864931,0.190249205,0.480065094,0.574450773,0.509357201,0.052888527,0.197721725,0.122864117,0.027664768,0.089503662,0.383329353,0.224504418,0.116620878,0.226920236,0.973536363,Fidel Castro
Castro,Fidel,40,157395,1988,0.45557656,0.216761185,0.132961932,0.54442344,0.661625709,0.448015123,0.075614367,0.20415879,0.109640832,0.035916824,0.126654064,0.377761681,0.199203187,0.111427564,0.277035873,0.969130568,Fidel Castro
Castro,Fidel,40,268140,1989,0.479435236,0.225905463,0.166715618,0.520564764,0.632289748,0.484960098,0.049109883,0.205647637,0.108655617,0.041129527,0.110497238,0.344326659,0.187540898,0.105585869,0.242302544,0.974416275,Fidel Castro
Castro,Fidel,40,193310,1990,0.445501097,0.232382346,0.137012098,0.554498903,0.560351134,0.454279444,0.070958303,0.197512802,0.14557425,0.049012436,0.082662765,0.231567449,0.094028764,0.088582669,0.271823424,0.975921156,Fidel Castro
Castro,Fidel,40,75105,1991,0.466192171,0.233096085,0.121052165,0.533807829,0.62633452,0.43772242,0.085409253,0.209964413,0.097864769,0.065836299,0.103202847,0.308228731,0.136215714,0.101747752,0.281563126,0.971351585,Fidel Castro
Castro,Fidel,40,178499,1992,0.406908172,0.188430216,0.150497137,0.593091828,0.628475147,0.465880371,0.041280539,0.196293176,0.139005897,0.039595619,0.117944398,0.261028379,0.130186382,0.098378342,0.250105352,0.97539505,Fidel Castro
Castro,Fidel,40,102721,1993,0.428184282,0.212285456,0.14980501,0.571815718,0.64498645,0.460704607,0.039295393,0.214092141,0.135501355,0.04200542,0.108401084,0.345928925,0.178287599,0.117612156,0.249240122,0.970686332,Fidel Castro
Ceausescu,Nicolae,360,4432,1972,0.428571429,0.071428571,0.253061224,0.571428571,0.285714286,0.571428571,0.142857143,0,0.071428571,0.071428571,0.142857143,0.247524752,0.138613861,0.07632585,0.12173913,0.990708157,Nicolae Ceausescu
Ceausescu,Nicolae,360,4642,1974,0.471698113,0.188679245,0.271199715,0.528301887,0.188679245,0.58490566,0.094339623,0.056603774,0.188679245,0.037735849,0.037735849,0.636363636,0.38047138,0.17037037,0.348684211,0.940594542,Nicolae Ceausescu
Chavez,Hugo,101,5165,2003,0.411764706,0.12745098,0.217301038,0.588235294,0.647058824,0.529411765,0.029411765,0.147058824,0.117647059,0,0.176470588,0.092307692,-0.097435897,0.146366864,0.207317073,0.96965565,Hugo Chavez
Chavez,Hugo,101,12795,2005,0.495934959,0.227642276,0.188895499,0.504065041,0.617886179,0.504065041,0.056910569,0.18699187,0.130081301,0,0.12195122,0.115987461,-0.017763845,0.111777597,0.278280543,0.96889447,Hugo Chavez
Chavez,Hugo,101,4365,2006,0.466666667,0.188888889,0.224,0.533333333,0.666666667,0.533333333,0,0.2,0.1,0.033333333,0.133333333,0.09375,-0.0546875,0.121240234,0.189873418,0.976979702,Hugo Chavez
Chavez,Hugo,101,11100,2007,0.366336634,0.168316832,0.131849819,0.633663366,0.633663366,0.445544554,0.02970297,0.207920792,0.118811881,0.089108911,0.108910891,0.318777293,0.059679767,0.175118705,0.306060606,0.946403063,Hugo Chavez
Ciller,Tansu,640,5403,1995,0.568627451,0.385620915,0.19077278,0.431372549,0.980392157,0.37254902,0,0.411764706,0.078431373,0.039215686,0.098039216,0.112676056,0.068075117,0.082801032,0.264248705,0.978119935,Tansu Ciller
Desai ,Morarji,750,12435,1977,0.573770492,0.284153005,0.231174415,0.426229508,0.590163934,0.540983607,0.032786885,0.213114754,0.114754098,0.016393443,0.081967213,0.522267206,0.257759784,0.175819961,0.198051948,0.965178514,Morarji Desai 
Desai ,Morarji,750,22179,1978,0.603773585,0.295597484,0.280384478,0.396226415,0.509433962,0.58490566,0.018867925,0.198113208,0.122641509,0.018867925,0.056603774,0.530562347,0.343113284,0.140033835,0.205825243,0.971177502,Morarji Desai 
Desai ,Morarji,750,4238,1979,0.8,0.333333333,0.418,0.2,0.3,0.7,0.1,0.1,0.05,0,0.05,0.5,0.299019608,0.081314879,0.227272727,0.981519346,Morarji Desai 
Estrada,Joseph,840,8555,1999,0.694915254,0.418079096,0.154036196,0.305084746,0.610169492,0.440677966,0.152542373,0.254237288,0.101694915,0,0.050847458,0.445544554,0.219471947,0.153259484,0.22605364,0.965355136,Joseph Estrada
Estrada,Joseph,840,6209,2000,0.147540984,0.043715847,0.058962644,0.852459016,0.655737705,0.344262295,0.06557377,0.163934426,0.180327869,0.081967213,0.163934426,0.202312139,0.04238921,0.097784757,0.260683761,0.974509102,Joseph Estrada
Faure,Edgard,220,4389,1955,0.75,0.375,0.353125,0.25,0.625,0.625,0,0.25,0.0625,0,0.0625,0.12195122,0.048780488,0.096569502,0.115107914,0.988884086,Edgard Faure
Gaddafi,Muammar,620,4062,1979,0.2,0.175,0.0625,0.8,0.7,0.275,0.075,0.25,0.25,0.05,0.1,0.138211382,0.043360434,0.083402736,0.245398773,0.979533071,Muammar Gaddafi
Gaddafi,Muammar,620,12309,2009,0.098039216,0.009803922,0.17716263,0.901960784,0.392156863,0.441176471,0.029411765,0.078431373,0.31372549,0.019607843,0.117647059,-0.039164491,-0.140121845,0.115451056,0.210309278,0.975719572,Muammar Gaddafi
Gandhi,Indira ,750,22781,1982,0.356164384,0.141552511,0.16423344,0.643835616,0.657534247,0.47260274,0.02739726,0.178082192,0.157534247,0.01369863,0.150684932,0.201535509,0.112603967,0.086979491,0.218890555,0.980961011,Indira  Gandhi
Gandhi,Indira ,750,12969,1983,0.326530612,0.132653061,0.196834652,0.673469388,0.428571429,0.5,0.051020408,0.112244898,0.234693878,0,0.102040816,0.157509158,0.058608059,0.073123214,0.264150943,0.980684434,Indira  Gandhi
Gandhi,Indira ,750,13100,1984,0.379310345,0.149425287,0.187316686,0.620689655,0.643678161,0.494252874,0.022988506,0.172413793,0.16091954,0,0.149425287,0.221884498,0.117527862,0.085396476,0.209134615,0.982140641,Indira  Gandhi
Gandhi,Rajiv,750,35115,1985,0.492260062,0.24871001,0.187562423,0.507739938,0.526315789,0.501547988,0.06501548,0.179566563,0.167182663,0.003095975,0.083591331,0.351681957,0.19775739,0.094425273,0.330603889,0.968782638,Rajiv Gandhi
Gandhi,Rajiv,750,16107,1986,0.384615385,0.165242165,0.162831471,0.615384615,0.666666667,0.47008547,0.034188034,0.188034188,0.153846154,0.008547009,0.145299145,0.32,0.168571429,0.078027755,0.250535332,0.98045129,Rajiv Gandhi
Gorbachev,Mikhail,365,4911,1985,0.6,0.306666667,0.24736,0.4,0.4,0.56,0.08,0.16,0.16,0,0.04,0.151515152,-0.003367003,0.096663606,0.201612903,0.98051137,Mikhail Gorbachev
Gorbachev,Mikhail,365,5755,1986,0.795918367,0.353741497,0.416243232,0.204081633,0.408163265,0.693877551,0.040816327,0.163265306,0.040816327,0.020408163,0.040816327,0.308823529,0.110294118,0.135294118,0.264864865,0.964165342,Mikhail Gorbachev
Gorbachev,Mikhail,365,9659,1990,0.694915254,0.225988701,0.51806952,0.305084746,0.305084746,0.762711864,0.016949153,0.06779661,0.06779661,0,0.084745763,0.525423729,0.31826742,0.168438188,0.25,0.957890453,Mikhail Gorbachev
Guevara,Che,160,8934,1960,0.507692308,0.21025641,0.19564497,0.492307692,0.707692308,0.507692308,0.046153846,0.2,0.076923077,0.015384615,0.153846154,0.243478261,0.126086957,0.091085066,0.220338983,0.979930409,Che Guevara
Guevara,Che,160,20903,1961,0.234567901,0.057613169,0.110745313,0.765432099,0.666666667,0.407407407,0.074074074,0.135802469,0.172839506,0.012345679,0.197530864,0.081911263,-0.027872582,0.076149984,0.12143928,0.990752401,Che Guevara
Guevara,Che,160,8171,1962,0.333333333,0.121212121,0.184573003,0.666666667,0.484848485,0.5,0.045454545,0.121212121,0.196969697,0.015151515,0.121212121,0.073770492,-0.030054645,0.088269282,0.212903226,0.981207185,Che Guevara
Guevara,Che,160,15641,1964,0.310344828,0.149425287,0.153151011,0.689655172,0.448275862,0.465517241,0.034482759,0.155172414,0.206896552,0.068965517,0.068965517,0.009009009,-0.112612613,0.100146092,0.115537849,0.988429336,Che Guevara
Guevara,Che,160,4168,1965,0.5,0.270833333,0.19375,0.5,0.5,0.5,0.0625,0.1875,0.1875,0,0.0625,-0.019230769,-0.118589744,0.101997041,0.133333333,0.986400394,Che Guevara
Gustav,Husak,315,16780,1971,0.420289855,0.246376812,0.147069943,0.579710145,0.753623188,0.420289855,0.028985507,0.260869565,0.173913043,0,0.115942029,0.215258856,0.113533152,0.099115741,0.158256881,0.984314252,Husak Gustav
Gustav,Husak,315,4536,1981,0.666666667,0.333333333,0.266666667,0.333333333,1,0.5,0,0.333333333,0,0,0.166666667,0.324324324,0.202702703,0.142731921,0.075,0.989295106,Husak Gustav
Gustav,Husak,315,4899,1982,0.733333333,0.444444444,0.253333333,0.266666667,0.533333333,0.533333333,0.066666667,0.266666667,0.133333333,0,0,0.421686747,0.281124498,0.117549717,0.153061224,0.982007696,Husak Gustav
Gustav,Husak,315,20552,1986,0.558139535,0.341085271,0.198161168,0.441860465,0.534883721,0.488372093,0.046511628,0.244186047,0.174418605,0.023255814,0.023255814,0.444676409,0.282533055,0.111708892,0.152212389,0.982996523,Husak Gustav
Honeker ,Erich,265,6134,1983,0.885714286,0.39047619,0.44555102,0.114285714,0.285714286,0.714285714,0.114285714,0.114285714,0.028571429,0,0.028571429,0.338235294,0.112745098,0.104930796,0.204678363,0.978522937,Erich Honeker 
Honeker ,Erich,265,4295,1985,0.8,0.416666667,0.316,0.2,0.6,0.6,0.05,0.25,0.05,0,0.05,0.276190476,0.146031746,0.087238095,0.16,0.986041905,Erich Honeker 
Hussein,Saddam,645,14750,1980,0.2,0.042105263,0.120310249,0.8,0.589473684,0.431578947,0.031578947,0.136842105,0.178947368,0.063157895,0.157894737,0.226130653,0.043551089,0.096204641,0.192697769,0.98146158,Saddam Hussein
Hussein,Saddam,645,4976,1981,0.666666667,0.240740741,0.451851852,0.333333333,0.222222222,0.722222222,0.055555556,0.055555556,0.111111111,0,0.055555556,0.119047619,0.017857143,0.069132653,0.096774194,0.993309743,Saddam Hussein
Hussein,Saddam,645,6010,1982,0.714285714,0.371428571,0.296653061,0.285714286,0.285714286,0.6,0.114285714,0.142857143,0.142857143,0,0,0.228346457,0.005249344,0.168355137,0.216049383,0.963626977,Saddam Hussein
Hussein,Saddam,645,4574,1985,0.333333333,0.19047619,0.276190476,0.666666667,0.19047619,0.523809524,0.047619048,0.095238095,0.333333333,0,0,0.086206897,-0.014367816,0.056837099,0.153284672,0.991287744,Saddam Hussein
Hussein,Saddam,645,11201,1986,0.011494253,-0.068965517,0.067459374,0.988505747,0.551724138,0.356321839,0.034482759,0.114942529,0.172413793,0.16091954,0.16091954,0.10652921,-0.056128293,0.118574415,0.23015873,0.972709063,Saddam Hussein
Hussein,Saddam,645,4729,1987,0.333333333,0.177777778,0.131259259,0.666666667,0.8,0.4,0.022222222,0.244444444,0.177777778,0,0.155555556,-0.056910569,-0.119241192,0.057069205,0.267857143,0.984713606,Saddam Hussein
Hussein,Saddam,645,13018,1988,-0.052631579,-0.203947368,0.123995845,0.947368421,0.75,0.381578947,0.026315789,0.065789474,0.118421053,0.098684211,0.309210526,0,-0.112637363,0.083425915,0.294573643,0.975424924,Saddam Hussein
Hussein,Saddam,645,8318,1991,0.1,0.044444444,0.067333333,0.9,0.666666667,0.333333333,0.016666667,0.2,0.2,0.116666667,0.133333333,0.368421053,0.135964912,0.147599261,0.208333333,0.969250154,Saddam Hussein
Hussein,Saddam,645,4075,1996,0.647058824,0.450980392,0.111418685,0.352941176,0.588235294,0.352941176,0.176470588,0.294117647,0.117647059,0.058823529,0,0.009345794,-0.099688474,0.07911608,0.137096774,0.989153441,Saddam Hussein
Hussein,Saddam,645,5370,2003,0.818181818,0.333333333,0.623140496,0.181818182,0.181818182,0.818181818,0,0.090909091,0.090909091,0,0,0.225806452,0.088172043,0.085252862,0.06626506,0.994350714,Saddam Hussein
Izetbegovic,Aliija,346,4074,1991,0.052631579,-0.122807018,0.235457064,0.947368421,0.526315789,0.263157895,0,0.263157895,0,0,0.473684211,0.275362319,0.1352657,0.125897921,0.215909091,0.972817494,Aliija Izetbegovic
Izetbegovic,Aliija,346,7068,1993,0.548387097,0.215053763,0.374401665,0.451612903,0.258064516,0.661290323,0.032258065,0.080645161,0.177419355,0,0.048387097,0.081818182,-0.084848485,0.110958678,0.219858156,0.97560483,Aliija Izetbegovic
Jaruzelski,Wojciech,290,9248,1982,0.485714286,0.2,0.241795918,0.514285714,0.685714286,0.542857143,0,0.2,0.114285714,0,0.142857143,0.167381974,0,0.10368583,0.130597015,0.98645894,Wojciech Jaruzelski
Jayewardene ,Junius ,780,20313,1978,0.642857143,0.35515873,0.159608844,0.357142857,0.630952381,0.464285714,0.119047619,0.238095238,0.083333333,0.017857143,0.077380952,0.330693069,0.172277228,0.10526419,0.249628529,0.973723055,Junius  Jayewardene 
Khan,Yhya,770,4841,1971,0.47826087,0.188405797,0.260491493,0.52173913,0.608695652,0.565217391,0,0.173913043,0.130434783,0,0.130434783,0.184210526,0.032894737,0.103531856,0.131428571,0.986392956,Yhya Khan
Krushchev,Nakita,365,6682,1961,0.365853659,0.113821138,0.164782867,0.634146341,0.634146341,0.487804878,0.024390244,0.170731707,0.073170732,0.097560976,0.146341463,0.342995169,0.149758454,0.116992229,0.165322581,0.980658543,Nakita Krushchev
Kumaratunga,Chandrinka,780,8431,1995,0.512195122,0.18699187,0.21189768,0.487804878,0.780487805,0.512195122,0.048780488,0.195121951,0.048780488,0,0.195121951,0.266375546,0.126637555,0.092694647,0.151851852,0.985924146,Chandrinka Kumaratunga
Kumaratunga,Chandrinka,780,4520,1997,0.416666667,0.194444444,0.179166667,0.583333333,0.5,0.5,0.041666667,0.166666667,0.166666667,0.041666667,0.083333333,0.546391753,0.35395189,0.140142417,0.198347107,0.972203157,Chandrinka Kumaratunga
Kumaratunga,Chandrinka,780,17154,1998,0.571428571,0.297619048,0.195578231,0.428571429,0.666666667,0.5,0.047619048,0.238095238,0.107142857,0.011904762,0.095238095,0.376558603,0.176226101,0.116736836,0.173195876,0.979781661,Chandrinka Kumaratunga
Kumaratunga,Chandrinka,780,5998,1999,0.509433962,0.327044025,0.091776433,0.490566038,0.943396226,0.301886792,0.132075472,0.320754717,0.094339623,0,0.150943396,0.341772152,0.158227848,0.086877103,0.251184834,0.978177789,Chandrinka Kumaratunga
Kumaratunga,Chandrinka,780,24394,2000,0.447916667,0.189236111,0.156054687,0.552083333,0.833333333,0.447916667,0.046875,0.229166667,0.078125,0.010416667,0.1875,0.360890302,0.208267091,0.104921886,0.233861145,0.975462848,Chandrinka Kumaratunga
Kumaratunga,Chandrinka,780,13012,2001,0.717391304,0.405797101,0.193289225,0.282608696,0.782608696,0.467391304,0.086956522,0.304347826,0.032608696,0.02173913,0.086956522,0.405714286,0.215238095,0.132473469,0.208144796,0.972426337,Chandrinka Kumaratunga
Kumaratunga,Chandrinka,780,31269,2002,0.503030303,0.21010101,0.206347107,0.496969697,0.666666667,0.521212121,0.036363636,0.193939394,0.090909091,0.018181818,0.139393939,0.419975933,0.231046931,0.11870262,0.165662651,0.980335409,Chandrinka Kumaratunga
Kumaratunga,Chandrinka,780,9865,2003,0.777777778,0.388888889,0.318518519,0.222222222,0.555555556,0.611111111,0.055555556,0.222222222,0.055555556,0,0.055555556,0.583673469,0.380952381,0.157990837,0.180602007,0.971466538,Chandrinka Kumaratunga
