lastname,firstname,Ccode,Word Count,year,month,distrust,task,bace,igb,sc,cc,power,name
Castro,Fidel,40,23759,1961,5,0.46870229,0.524644031,0.358050847,0.167763158,0.303030303,0.518957346,0.26681128,Fidel Castro
Castro,Fidel,40,13282,1961,6,0.385416667,0.594936709,0.270175439,0.175373134,0.513888889,0.565014032,0.245551601,Fidel Castro
Castro,Fidel,40,16123,1961,7,0.596348884,0.619047619,0.353773585,0.107843137,0.434782609,0.489222118,0.322115385,Fidel Castro
Castro,Fidel,40,16206,1962,10,0.459657702,0.590979782,0.401486989,0.160756501,0.695652174,0.587352626,0.292307692,Fidel Castro
Castro,Fidel,40,11195,1962,6,0.513605442,0.763934426,0.333333333,0.136563877,0.380952381,0.533248082,0.289772727,Fidel Castro
Castro,Fidel,40,23427,1962,7,0.478540773,0.617046819,0.401481481,0.16772554,0.423076923,0.480961924,0.310240964,Fidel Castro
Castro,Fidel,40,10316,1962,8,0.52972973,0.707386364,0.326923077,0.087301587,0.5625,0.514005602,0.248803828,Fidel Castro
Castro,Fidel,40,13684,1962,9,0.518518519,0.655511811,0.368888889,0.147582697,0.666666667,0.563946407,0.274418605,Fidel Castro
Castro,Fidel,40,6918,1963,1,0.489626556,0.459459459,0.386503067,0.155555556,0.35,0.592592593,0.366459627,Fidel Castro
Castro,Fidel,40,19238,1963,2,0.483464567,0.739495798,0.376651982,0.09469697,0.465517241,0.551068884,0.30044843,Fidel Castro
Castro,Fidel,40,10017,1964,2,0.388535032,0.756440281,0.402097902,0.056603774,0.673913043,0.515272244,0.208029197,Fidel Castro
Castro,Fidel,40,7781,1965,1,0.363636364,0.835294118,0.412429379,0.105769231,0.5,0.598639456,0.257309942,Fidel Castro
Castro,Fidel,40,15523,1965,10,0.264705882,0.573643411,0.396825397,0.145785877,0.298245614,0.539040452,0.310991957,Fidel Castro
Castro,Fidel,40,23408,1965,11,0.297385621,0.776298269,0.422338569,0.114808652,0.608,0.634414832,0.237226277,Fidel Castro
Castro,Fidel,40,23795,1965,2,0.379120879,0.722151088,0.427777778,0.100263852,0.524475524,0.587285044,0.249287749,Fidel Castro
Castro,Fidel,40,8773,1965,3,0.579487179,0.641114983,0.352272727,0.173745174,0.692307692,0.542056075,0.271186441,Fidel Castro
Castro,Fidel,40,8955,1965,4,0.56097561,0.613899614,0.437007874,0.074498567,0.45,0.619127517,0.256097561,Fidel Castro
Castro,Fidel,40,27987,1965,5,0.523746702,0.57354618,0.337526205,0.145,0.35,0.598680594,0.328389831,Fidel Castro
Castro,Fidel,40,38878,1965,6,0.338842975,0.682743029,0.35479798,0.123028391,0.408,0.606523248,0.243622449,Fidel Castro
Castro,Fidel,40,24699,1965,7,0.415492958,0.678436318,0.366666667,0.133766234,0.62195122,0.608294931,0.283828383,Fidel Castro
Castro,Fidel,40,8497,1965,9,0.306451613,0.70212766,0.354497354,0.082191781,0.326086957,0.611893584,0.259668508,Fidel Castro
Castro,Fidel,40,30978,1966,12,0.35440613,0.76754386,0.424012158,0.112531969,0.386554622,0.606162735,0.275808937,Fidel Castro
Castro,Fidel,40,34772,1966,2,0.293772033,0.635983264,0.395264117,0.094313454,0.550847458,0.59764386,0.225325885,Fidel Castro
Castro,Fidel,40,26959,1966,3,0.491782554,0.529625151,0.342359768,0.133027523,0.358695652,0.581871345,0.298804781,Fidel Castro
Castro,Fidel,40,21267,1966,4,0.466501241,0.711566618,0.406619385,0.12633833,0.404761905,0.624028269,0.240196078,Fidel Castro
Castro,Fidel,40,10211,1966,5,0.497076023,0.694362018,0.376569038,0.118032787,0.5,0.623497997,0.25106383,Fidel Castro
Castro,Fidel,40,5792,1966,6,0.4921875,0.449152542,0.290697674,0.183206107,0.5,0.614035088,0.25,Fidel Castro
Castro,Fidel,40,19404,1966,7,0.391509434,0.648026316,0.32118451,0.090707965,0.36,0.602771363,0.236533958,Fidel Castro
Castro,Fidel,40,25126,1966,8,0.425818882,0.732018561,0.371559633,0.125166445,0.340425532,0.53814554,0.236966825,Fidel Castro
Castro,Fidel,40,31761,1966,9,0.393700787,0.706002035,0.387055838,0.106635071,0.438202247,0.563036602,0.285528031,Fidel Castro
Castro,Fidel,40,28056,1967,1,0.284569138,0.722342733,0.404669261,0.091338583,0.35443038,0.604664391,0.265720081,Fidel Castro
Castro,Fidel,40,7027,1967,10,0.273972603,0.788359788,0.475524476,0.134831461,0.428571429,0.533333333,0.301470588,Fidel Castro
Castro,Fidel,40,11795,1967,2,0.196850394,0.8062954,0.42081448,0.162055336,0.270833333,0.534285714,0.201877934,Fidel Castro
Castro,Fidel,40,16064,1967,3,0.311627907,0.625423729,0.272251309,0.148698885,0.266666667,0.608851675,0.272727273,Fidel Castro
Castro,Fidel,40,22339,1967,4,0.460215054,0.643192488,0.337408313,0.122580645,0.333333333,0.612109115,0.213032581,Fidel Castro
Castro,Fidel,40,25261,1967,5,0.273542601,0.714285714,0.44363104,0.070261438,0.356321839,0.592476489,0.202111614,Fidel Castro
Castro,Fidel,40,18765,1967,7,0.392749245,0.708722741,0.390728477,0.137809187,0.425,0.530612245,0.269141531,Fidel Castro
Castro,Fidel,40,18335,1967,8,0.440134907,0.590524535,0.313888889,0.071604938,0.375,0.564678544,0.242165242,Fidel Castro
Castro,Fidel,40,16906,1967,9,0.385390428,0.762923351,0.380327869,0.137640449,0.380952381,0.589420655,0.257627119,Fidel Castro
Castro,Fidel,40,28018,1968,1,0.335952849,0.653390743,0.322241681,0.113821138,0.53125,0.591478697,0.243144424,Fidel Castro
Castro,Fidel,40,19304,1968,10,0.456375839,0.704081633,0.291666667,0.141809291,0.421052632,0.574162679,0.203846154,Fidel Castro
Castro,Fidel,40,10041,1968,11,0.145833333,0.816608997,0.444444444,0.086206897,0.4375,0.580831409,0.208333333,Fidel Castro
Castro,Fidel,40,8988,1968,12,0.232323232,0.737903226,0.369863014,0.156626506,0.619047619,0.567524116,0.153284672,Fidel Castro
Castro,Fidel,40,32308,1968,3,0.325714286,0.725856698,0.367265469,0.111298482,0.377358491,0.588734913,0.203742204,Fidel Castro
Castro,Fidel,40,26994,1968,4,0.463414634,0.735739232,0.400468384,0.133333333,0.468085106,0.595613048,0.272300469,Fidel Castro
Castro,Fidel,40,5859,1968,5,0.327868852,0.835,0.457831325,0.139130435,0.25,0.646875,0.265822785,Fidel Castro
Castro,Fidel,40,6006,1968,6,0.186046512,0.813253012,0.34,0.049586777,0.470588235,0.605691057,0.154639175,Fidel Castro
Castro,Fidel,40,26465,1968,7,0.33,0.730631704,0.367391304,0.116751269,0.603773585,0.585201794,0.2172949,Fidel Castro
Castro,Fidel,40,13891,1968,8,0.41509434,0.56,0.407114625,0.058823529,0.354166667,0.57367829,0.218623482,Fidel Castro
Castro,Fidel,40,12697,1968,9,0.367021277,0.8125,0.371428571,0.086956522,0.5,0.517808219,0.185185185,Fidel Castro
Castro,Fidel,40,25337,1969,1,0.178137652,0.772486772,0.409230769,0.10787172,0.467741935,0.566908372,0.201954397,Fidel Castro
Castro,Fidel,40,23118,1969,10,0.354166667,0.818435754,0.388888889,0.114782609,0.363636364,0.578761062,0.215730337,Fidel Castro
Castro,Fidel,40,9337,1969,11,0.36196319,0.733552632,0.356321839,0.13304721,0.35,0.565028902,0.177514793,Fidel Castro
Castro,Fidel,40,9750,1969,3,0.247126437,0.856807512,0.290697674,0.122881356,0.142857143,0.568942436,0.265060241,Fidel Castro
Castro,Fidel,40,22736,1969,5,0.25462963,0.773413897,0.353140917,0.084745763,0.53030303,0.621231979,0.194690265,Fidel Castro
Castro,Fidel,40,10013,1969,6,0.340740741,0.587378641,0.273684211,0.21875,0.666666667,0.537828947,0.315217391,Fidel Castro
Castro,Fidel,40,11427,1969,7,0.514705882,0.756892231,0.45045045,0.057507987,0.571428571,0.553108808,0.216981132,Fidel Castro
Castro,Fidel,40,13777,1971,1,0.340163934,0.787610619,0.39408867,0.161616162,0.25,0.582251082,0.328125,Fidel Castro
Castro,Fidel,40,94019,1971,11,0.341135458,0.634362681,0.361768127,0.132063882,0.372294372,0.570907281,0.21396851,Fidel Castro
Castro,Fidel,40,27965,1971,12,0.385527877,0.605779154,0.338211382,0.120516499,0.381443299,0.583229814,0.206132879,Fidel Castro
Castro,Fidel,40,32665,1971,4,0.337837838,0.729776248,0.339403974,0.108851675,0.444444444,0.601156069,0.255136986,Fidel Castro
Castro,Fidel,40,29040,1971,5,0.262254902,0.821499014,0.416913947,0.108404385,0.582089552,0.573464373,0.259141494,Fidel Castro
Castro,Fidel,40,19031,1971,6,0.478723404,0.757142857,0.322404372,0.122727273,0.46,0.557109557,0.261363636,Fidel Castro
Castro,Fidel,40,29775,1971,7,0.311578947,0.75,0.348726115,0.151436031,0.445783133,0.580520199,0.246280992,Fidel Castro
Castro,Fidel,40,16051,1971,8,0.393023256,0.593001842,0.313539192,0.132978723,0.43902439,0.522889115,0.259615385,Fidel Castro
Castro,Fidel,40,15402,1971,9,0.259615385,0.758677686,0.371527778,0.116766467,0.695652174,0.643201543,0.303886926,Fidel Castro
Castro,Fidel,40,30210,1972,5,0.246060606,0.576955425,0.293478261,0.180232558,0.392857143,0.565630945,0.26953748,Fidel Castro
Castro,Fidel,40,24256,1972,6,0.275288092,0.593184239,0.256120527,0.133111481,0.417582418,0.577092511,0.204280156,Fidel Castro
Castro,Fidel,40,25382,1972,7,0.255400254,0.565306122,0.347245409,0.140186916,0.346153846,0.54389881,0.25,Fidel Castro
Castro,Fidel,40,4247,1972,8,0.234042553,0.657754011,0.307017544,0.083969466,0.217391304,0.558490566,0.201754386,Fidel Castro
Castro,Fidel,40,6942,1973,1,0.327731092,0.823308271,0.3125,0.098484848,0.25,0.610062893,0.223684211,Fidel Castro
Castro,Fidel,40,5521,1973,10,0.0703125,0.778801843,0.41,0.127819549,0.444444444,0.62369338,0.298969072,Fidel Castro
Castro,Fidel,40,15320,1973,11,0.197368421,0.73354232,0.361445783,0.131979695,0.285714286,0.593141798,0.270440252,Fidel Castro
Castro,Fidel,40,4639,1973,3,0.445652174,0.845303867,0.428571429,0.142857143,0.285714286,0.621428571,0.260416667,Fidel Castro
Castro,Fidel,40,19801,1973,5,0.216168717,0.684698609,0.30651341,0.227154047,0.625,0.645130183,0.296875,Fidel Castro
Castro,Fidel,40,8669,1973,7,0.380952381,0.676190476,0.264150943,0.215469613,0,0.477832512,0.301886792,Fidel Castro
Castro,Fidel,40,24815,1973,9,0.309194467,0.509615385,0.322834646,0.211881188,0.319148936,0.545135846,0.267716535,Fidel Castro
Castro,Fidel,40,7147,1974,1,0.217228464,0.464419476,0.373913043,0.264900662,0.239130435,0.525423729,0.307017544,Fidel Castro
Castro,Fidel,40,11175,1974,11,0.197132616,0.688679245,0.243654822,0.210884354,0.608695652,0.540802213,0.263681592,Fidel Castro
Castro,Fidel,40,6243,1974,12,0.11827957,0.774319066,0.47311828,0.171974522,0.363636364,0.569060773,0.241758242,Fidel Castro
Castro,Fidel,40,4684,1974,2,0.265151515,0.557971014,0.310344828,0.152542373,0.454545455,0.632352941,0.280701754,Fidel Castro
Castro,Fidel,40,7031,1974,3,0.282945736,0.53559322,0.367647059,0.349593496,0,0.51734104,0.342465753,Fidel Castro
Castro,Fidel,40,15949,1974,7,0.220708447,0.764900662,0.35472973,0.124590164,0.402777778,0.5,0.231316726,Fidel Castro
Castro,Fidel,40,7967,1974,9,0.255230126,0.692883895,0.322222222,0.131386861,0.5,0.568232662,0.266666667,Fidel Castro
Castro,Fidel,40,5357,1975,5,0.298507463,0.611111111,0.272727273,0.241935484,0,0.553903346,0.285714286,Fidel Castro
Castro,Fidel,40,9130,1975,7,0.078651685,0.694444444,0.328431373,0.219230769,0.388888889,0.541266795,0.273195876,Fidel Castro
Castro,Fidel,40,10695,1975,9,0.085034014,0.770234987,0.367647059,0.177993528,0.4,0.624398074,0.295,Fidel Castro
Castro,Fidel,40,4686,1976,11,0.06779661,0.776119403,0.369863014,0.12,0.4375,0.556430446,0.208955224,Fidel Castro
Castro,Fidel,40,8001,1976,12,0.324232082,0.673913043,0.317241379,0.25,0.583333333,0.533755274,0.34057971,Fidel Castro
Castro,Fidel,40,7041,1976,6,0.427083333,0.621145374,0.327586207,0.137931034,0.571428571,0.629032258,0.241666667,Fidel Castro
Castro,Fidel,40,10025,1976,7,0.234972678,0.659846547,0.329032258,0.2760181,0.48,0.615384615,0.278145695,Fidel Castro
Castro,Fidel,40,7246,1977,10,0.317647059,0.522556391,0.368852459,0.136,0.294117647,0.651869159,0.179487179,Fidel Castro
Castro,Fidel,40,13194,1977,12,0.242290749,0.682222222,0.439506173,0.16700611,0.442307692,0.58539604,0.258883249,Fidel Castro
Castro,Fidel,40,12971,1977,5,0.126373626,0.7470726,0.361867704,0.108,0.428571429,0.610458911,0.243801653,Fidel Castro
Castro,Fidel,40,7907,1977,6,0.141176471,0.753191489,0.324137931,0.0625,0.34,0.638109306,0.151079137,Fidel Castro
Castro,Fidel,40,36867,1977,7,0.153696498,0.745922747,0.431279621,0.130054645,0.39375,0.595476294,0.211895911,Fidel Castro
Castro,Fidel,40,5646,1978,1,0.255813953,0.814814815,0.489361702,0.155688623,0.181818182,0.655279503,0.244444444,Fidel Castro
Castro,Fidel,40,20924,1978,12,0.197916667,0.777511962,0.429230769,0.134110787,0.492753623,0.608351332,0.210272873,Fidel Castro
Castro,Fidel,40,5511,1978,2,0.163934426,0.792899408,0.242105263,0.08490566,0.5,0.626198083,0.193181818,Fidel Castro
Castro,Fidel,40,11624,1978,3,0.30420712,0.581920904,0.35,0.228971963,0.65,0.625,0.283018868,Fidel Castro
Castro,Fidel,40,8308,1978,6,0.456193353,0.5,0.227272727,0.219626168,0.285714286,0.508641975,0.256880734,Fidel Castro
Castro,Fidel,40,11618,1978,7,0.111940299,0.786486486,0.296774194,0.139372822,0.473684211,0.551507538,0.202702703,Fidel Castro
Castro,Fidel,40,8224,1978,9,0.240223464,0.723809524,0.350993377,0.115789474,0.4,0.561461794,0.248275862,Fidel Castro
Castro,Fidel,40,5357,1979,1,0.422077922,0.603015075,0.256880734,0.264248705,0.333333333,0.56402439,0.353448276,Fidel Castro
Castro,Fidel,40,12104,1979,10,0.170960187,0.663793103,0.330935252,0.127388535,0.394736842,0.555244755,0.242857143,Fidel Castro
Castro,Fidel,40,10678,1979,12,0.188888889,0.790243902,0.416666667,0.110410095,0.590909091,0.599049128,0.311965812,Fidel Castro
Castro,Fidel,40,11222,1979,3,0.186170213,0.638888889,0.35,0.167785235,0.459016393,0.617466175,0.235087719,Fidel Castro
Castro,Fidel,40,15351,1979,7,0.240506329,0.641404806,0.345108696,0.128735632,0.542168675,0.564516129,0.225433526,Fidel Castro
Castro,Fidel,40,8226,1979,9,0.329931973,0.452247191,0.296703297,0.176229508,0.2,0.510373444,0.284946237,Fidel Castro
Castro,Fidel,40,17438,1980,10,0.153846154,0.727099237,0.333333333,0.140271493,0.62962963,0.61380597,0.204878049,Fidel Castro
Castro,Fidel,40,50490,1980,12,0.243445693,0.802708804,0.345679012,0.170596394,0.25,0.569652808,0.316455696,Fidel Castro
Castro,Fidel,40,13437,1980,3,0.225694444,0.782945736,0.368811881,0.129107981,0.494382022,0.657282742,0.30104712,Fidel Castro
Castro,Fidel,40,10278,1980,5,0.319838057,0.606321839,0.389558233,0.190322581,0.441176471,0.58010118,0.294820717,Fidel Castro
Castro,Fidel,40,7955,1980,6,0.418181818,0.65470852,0.370192308,0.144032922,0.510638298,0.612048193,0.222772277,Fidel Castro
Castro,Fidel,40,16347,1980,7,0.307692308,0.598130841,0.315899582,0.18115942,0.385185185,0.599605523,0.241304348,Fidel Castro
Castro,Fidel,40,15416,1980,9,0.195876289,0.738045738,0.300353357,0.11746988,0.493333333,0.615302869,0.197026022,Fidel Castro
Castro,Fidel,40,21154,1981,1,0.397626113,0.715568862,0.344941957,0.163610719,0.565656566,0.577710387,0.270833333,Fidel Castro
Castro,Fidel,40,15763,1981,10,0.324324324,0.614564831,0.396067416,0.168865435,0.4,0.593082401,0.260233918,Fidel Castro
Castro,Fidel,40,20914,1981,4,0.360681115,0.592297477,0.315217391,0.181972789,0.375,0.591150442,0.363387978,Fidel Castro
Castro,Fidel,40,8076,1981,5,0.339449541,0.703071672,0.475728155,0.20610687,0.323529412,0.622605364,0.344660194,Fidel Castro
Castro,Fidel,40,22818,1981,7,0.188861985,0.824444444,0.353982301,0.13164557,0.551282051,0.578413284,0.249240122,Fidel Castro
Castro,Fidel,40,16755,1981,9,0.338742394,0.671487603,0.366255144,0.184782609,0.372881356,0.611111111,0.278481013,Fidel Castro
Castro,Fidel,40,31303,1982,12,0.244094488,0.674528302,0.359649123,0.122340426,0.565714286,0.606434316,0.268072289,Fidel Castro
Castro,Fidel,40,9466,1982,2,0.376760563,0.679012346,0.327272727,0.142857143,,0.581740977,0.192307692,Fidel Castro
Castro,Fidel,40,11093,1982,3,0.15625,0.669753086,0.328947368,0.165109034,0.532258065,0.609226594,0.25,Fidel Castro
Castro,Fidel,40,27271,1982,4,0.174204355,0.675572519,0.349036403,0.104225352,0.361305361,0.639163916,0.237250554,Fidel Castro
Castro,Fidel,40,16300,1982,5,0.242537313,0.678132678,0.325688073,0.092457421,0.518248175,0.618584071,0.229468599,Fidel Castro
Castro,Fidel,40,9595,1982,7,0.072916667,0.775362319,0.358139535,0.113513514,0.5,0.631118881,0.185365854,Fidel Castro
Castro,Fidel,40,6883,1983,11,0.311965812,0.543589744,0.279069767,0.12244898,,0.57925072,0.255813953,Fidel Castro
Castro,Fidel,40,10735,1983,3,0.164739884,0.5839599,0.285714286,0.170854271,0.303030303,0.552315609,0.263888889,Fidel Castro
Castro,Fidel,40,8919,1983,5,0.276923077,0.715254237,0.383419689,0.102803738,0.456521739,0.611806798,0.223463687,Fidel Castro
Castro,Fidel,40,14074,1983,7,0.368231047,0.588235294,0.373860182,0.205188679,0.433333333,0.594423321,0.320754717,Fidel Castro
Castro,Fidel,40,10340,1983,9,0.15037594,0.73030303,0.472477064,0.132231405,0.452830189,0.642184557,0.303738318,Fidel Castro
Castro,Fidel,40,6299,1984,1,0.419889503,0.56684492,0.364963504,0.242105263,0.375,0.581218274,0.417910448,Fidel Castro
Castro,Fidel,40,4650,1984,10,0.087209302,0.577689243,0.32,0.157575758,0.260869565,0.576271186,0.292682927,Fidel Castro
Castro,Fidel,40,14614,1984,11,0.129807692,0.686131387,0.380246914,0.115384615,0.466666667,0.621586476,0.3025,Fidel Castro
Castro,Fidel,40,60289,1984,12,0.194128788,0.743482795,0.371741397,0.118811881,0.496717724,0.611407373,0.22459893,Fidel Castro
Castro,Fidel,40,9284,1984,2,0.228971963,0.666666667,0.308474576,0.110787172,0.302325581,0.629126214,0.231884058,Fidel Castro
Castro,Fidel,40,29766,1984,5,0.315217391,0.725344645,0.357710652,0.117816092,0.552631579,0.599175683,0.248756219,Fidel Castro
Castro,Fidel,40,12379,1984,7,0.248868778,0.756264237,0.362934363,0.179153094,0.47826087,0.523076923,0.3046875,Fidel Castro
Castro,Fidel,40,24068,1985,1,0.160092807,0.633093525,0.359649123,0.134268537,0.412121212,0.645179692,0.248868778,Fidel Castro
Castro,Fidel,40,15261,1985,10,0.121212121,0.567924528,0.409978308,0.103365385,0.562913907,0.670442842,0.248306998,Fidel Castro
Castro,Fidel,40,17603,1985,12,0.147540984,0.703374778,0.325431034,0.173501577,0.486607143,0.666061706,0.25,Fidel Castro
Castro,Fidel,40,12302,1985,3,0.202764977,0.737588652,0.342412451,0.097165992,0.387096774,0.671291355,0.243027888,Fidel Castro
Castro,Fidel,40,28814,1985,6,0.121163166,0.687906372,0.376923077,0.106976744,0.413669065,0.670582227,0.228929385,Fidel Castro
Castro,Fidel,40,22995,1985,7,0.216704289,0.698612863,0.352657005,0.14084507,0.437209302,0.631759069,0.251231527,Fidel Castro
Castro,Fidel,40,17465,1985,8,0.163120567,0.671899529,0.381551363,0.134146341,0.463302752,0.591798695,0.195329087,Fidel Castro
Castro,Fidel,40,10695,1985,9,0.185606061,0.74151436,0.370106762,0.114068441,0.548076923,0.622585438,0.28,Fidel Castro
Castro,Fidel,40,45717,1986,12,0.195652174,0.78314746,0.387096774,0.103392569,0.473300971,0.605633803,0.225114855,Fidel Castro
Castro,Fidel,40,33823,1987,1,0.191637631,0.762027491,0.391416309,0.106157113,0.469194313,0.652831652,0.224307417,Fidel Castro
Castro,Fidel,40,4772,1987,10,0.245283019,0.609589041,0.352941176,0.127118644,0.465753425,0.642172524,0.225165563,Fidel Castro
Castro,Fidel,40,15738,1987,11,0.166666667,0.718518519,0.444625407,0.085346216,0.378378378,0.666970803,0.239057239,Fidel Castro
Castro,Fidel,40,6588,1987,12,0.194444444,0.714828897,0.394648829,0.181415929,0.495726496,0.55,0.286206897,Fidel Castro
Castro,Fidel,40,12937,1987,2,0.106122449,0.744019139,0.414396887,0.102449889,0.531073446,0.62394958,0.214285714,Fidel Castro
Castro,Fidel,40,16304,1987,4,0.232346241,0.747368421,0.341246291,0.165789474,0.603960396,0.575604839,0.18597561,Fidel Castro
Castro,Fidel,40,17053,1987,5,0.095505618,0.779130435,0.330232558,0.100938967,0.548076923,0.62969141,0.242130751,Fidel Castro
Castro,Fidel,40,34056,1987,6,0.373770492,0.633992095,0.359298929,0.093795094,0.336755647,0.631505576,0.198807157,Fidel Castro
Castro,Fidel,40,21780,1987,7,0.248502994,0.73512252,0.381188119,0.145936982,0.380116959,0.627906977,0.218644068,Fidel Castro
Castro,Fidel,40,4263,1987,8,0.272727273,0.67768595,0.2,0.189873418,1,0.607142857,0.152173913,Fidel Castro
Castro,Fidel,40,29674,1987,9,0.194444444,0.754353804,0.380269058,0.118164063,0.416666667,0.623767514,0.23583181,Fidel Castro
Castro,Fidel,40,19249,1988,1,0.215686275,0.652849741,0.413400759,0.113057325,0.530405405,0.618122977,0.21231979,Fidel Castro
Castro,Fidel,40,11246,1988,10,0.070175439,0.702005731,0.376068376,0.119834711,0.490322581,0.63003663,0.194117647,Fidel Castro
Castro,Fidel,40,27680,1988,11,0.285714286,0.793253536,0.374319913,0.107611549,0.44648318,0.619917501,0.204983012,Fidel Castro
Castro,Fidel,40,20865,1988,12,0.274038462,0.604488079,0.375494071,0.152,0.460122699,0.607221813,0.273333333,Fidel Castro
Castro,Fidel,40,9130,1988,4,0.197802198,0.756756757,0.417808219,0.19650655,0.40952381,0.624542125,0.237762238,Fidel Castro
Castro,Fidel,40,19223,1988,5,0.2,0.708646617,0.412698413,0.089766607,0.595,0.678018576,0.223154362,Fidel Castro
Castro,Fidel,40,23539,1988,7,0.153284672,0.709962169,0.420199501,0.12372449,0.485436893,0.602228047,0.232947233,Fidel Castro
Castro,Fidel,40,19030,1988,9,0.113074205,0.660952381,0.362804878,0.124535316,0.522900763,0.643367752,0.192307692,Fidel Castro
Castro,Fidel,40,49653,1989,1,0.233333333,0.693418941,0.391363023,0.15060241,0.524590164,0.598956635,0.25,Fidel Castro
Castro,Fidel,40,39131,1989,10,0.186147186,0.755555556,0.406716418,0.104895105,0.396788991,0.632741617,0.238278248,Fidel Castro
Castro,Fidel,40,43400,1989,12,0.229970326,0.744733581,0.40981241,0.132450331,0.463806971,0.638111888,0.232102487,Fidel Castro
